nodes,community_labels,clustering_labels_5,clustering_labels_10,clustering_labels_20,clustering_labels_50,clustering_labels_100
112153,11,1,2,4,31,64
112154,7,4,7,8,36,57
112155,0,4,9,12,25,10
112156,8,4,9,1,17,79
112157,1,4,9,12,23,51
112158,2,1,2,9,31,2
112159,9,3,6,11,3,60
11216,1,1,2,17,2,28
112160,2,2,5,5,44,28
112161,9,1,2,17,7,3
112162,11,0,1,15,45,4
112163,1,4,9,12,46,93
112164,0,4,9,12,10,93
112165,1,0,1,14,29,97
112166,6,2,8,7,1,73
112167,2,3,6,11,21,26
112169,9,2,4,15,47,6
11217,2,2,3,13,44,27
112170,7,4,9,12,46,13
112171,2,2,5,1,39,94
112172,1,1,2,17,31,18
112173,13,3,8,7,35,73
112174,0,1,2,9,33,83
112175,13,4,9,18,25,10
112176,6,4,1,12,0,86
112177,1,1,2,9,16,83
112178,5,4,4,18,19,35
112179,1,1,2,9,33,55
11218,13,4,4,18,19,6
112180,5,2,5,13,41,92
112182,1,1,3,6,14,54
112183,2,0,1,14,37,39
112184,1,4,9,18,19,35
112185,5,3,8,7,40,76
112186,9,0,3,17,7,45
112187,16,4,4,18,17,79
112188,4,2,5,13,39,94
112189,2,2,5,1,23,22
11219,5,3,7,16,18,44
112190,1,1,2,17,31,27
112191,8,4,4,1,45,34
112192,5,0,3,6,14,17
112193,5,4,9,12,25,21
112194,11,4,9,18,6,13
112195,5,2,5,13,33,71
112196,5,0,1,15,12,77
112197,5,2,4,18,9,15
112198,8,1,2,4,31,18
112199,10,1,2,9,13,53
1122,4,1,2,17,7,2
11220,5,4,4,18,19,34
112200,2,4,8,7,32,46
112201,4,3,0,4,21,91
112202,1,2,5,19,20,58
112203,2,1,2,17,7,27
112204,0,4,1,1,45,4
112205,7,3,6,19,20,9
112206,11,1,2,9,31,2
112207,14,1,2,17,31,2
112208,9,1,0,11,21,99
112209,4,1,2,17,2,28
11221,3,1,0,2,42,29
112210,1,3,8,7,35,81
112211,5,3,0,4,24,60
112212,9,1,2,17,31,2
112213,7,0,3,13,22,75
112214,2,0,7,16,43,59
112215,22,2,0,2,37,98
112216,2,4,1,14,0,39
112217,8,3,6,10,11,70
112218,0,3,8,7,35,81
112219,0,1,3,6,8,23
11222,8,1,2,9,33,19
112220,0,0,1,3,38,80
112221,6,2,5,5,9,20
112222,9,1,0,9,24,18
112223,0,4,4,15,27,6
112224,9,1,2,17,2,43
112225,6,3,6,19,3,41
112226,2,0,1,15,22,17
112227,9,3,8,3,38,49
112228,12,2,5,13,1,71
112229,0,3,6,19,3,82
112230,9,1,2,4,24,18
112231,8,2,5,13,1,55
112232,2,1,2,17,7,3
112233,9,1,2,17,7,64
112235,0,0,1,14,29,75
112236,9,0,3,14,49,27
112237,0,1,0,9,33,36
112238,1,2,5,13,44,67
112239,5,3,8,0,35,73
11224,5,2,5,13,41,67
112240,5,3,6,11,21,60
112241,2,2,5,13,40,67
112242,5,0,1,3,38,1
112243,0,3,6,19,20,9
112244,7,2,5,15,5,39
112245,0,0,1,14,29,16
112246,16,1,2,13,33,45
112247,9,1,2,17,7,28
112248,16,2,5,5,44,85
112249,9,1,2,17,31,18
11225,6,3,6,19,20,9
112250,5,4,9,12,19,35
112251,1,1,2,9,42,37
112252,11,0,3,6,8,54
112253,4,1,0,11,21,60
112254,9,1,0,4,24,64
112255,1,2,5,13,41,92
112256,6,1,0,2,42,37
112257,0,4,4,10,11,90
112258,8,1,2,2,16,29
112259,10,2,5,5,9,20
11226,0,3,8,7,40,76
112260,1,1,2,17,44,45
112261,4,1,2,17,31,2
112262,13,2,5,5,1,71
112263,2,2,5,5,33,36
112264,0,2,5,5,9,20
112265,5,4,9,18,6,96
112267,10,4,9,18,19,35
112268,6,4,9,12,46,33
112269,4,1,2,9,13,87
11227,4,4,9,18,6,47
112270,9,1,0,11,21,99
112271,2,1,2,17,2,36
112272,2,1,0,9,13,36
112273,3,1,2,9,31,87
112274,6,1,2,9,13,53
112275,5,4,4,18,9,6
112276,6,1,2,9,13,87
112277,7,4,9,18,6,51
112278,1,3,4,0,32,62
112279,9,2,5,17,7,28
11228,0,4,9,12,25,93
112280,1,1,0,9,24,99
112281,0,0,5,14,28,97
112282,4,1,3,6,49,27
112283,5,2,5,5,9,85
112284,8,1,0,9,13,30
112285,0,1,2,9,13,53
112286,3,2,0,11,21,99
112287,2,0,8,3,0,49
112288,12,4,1,12,45,4
112289,11,3,6,10,4,63
11229,11,1,2,9,31,18
112290,11,2,5,1,9,89
112291,3,0,1,15,45,4
112292,6,0,1,15,22,40
112293,7,3,6,0,3,84
112294,0,4,9,18,6,47
112295,0,0,1,15,47,12
112296,11,3,6,19,20,5
112297,2,0,5,14,0,95
112298,9,0,1,14,0,97
112299,7,2,5,5,9,85
1123,11,3,8,7,4,73
11230,7,1,2,9,13,83
112300,0,0,1,14,29,97
112301,1,0,3,6,8,54
112302,3,3,6,19,20,90
112303,0,2,5,13,1,83
112304,2,4,4,1,19,34
112305,0,2,5,5,2,43
112306,8,2,5,13,1,71
112307,8,4,4,10,11,79
112308,11,4,9,12,46,13
112309,6,1,0,4,24,60
11231,0,3,6,19,4,26
112310,2,1,2,17,7,71
112311,5,2,4,11,5,24
112312,1,3,6,0,15,84
112313,9,3,6,11,4,63
112314,5,4,9,1,17,68
112315,4,2,5,5,37,36
112316,13,0,3,6,28,54
112318,14,4,4,10,11,70
112319,2,4,9,1,17,22
11232,5,2,5,5,9,85
112320,9,4,5,1,39,22
112321,12,1,3,6,14,38
112322,6,4,4,10,27,65
112323,0,4,9,18,17,68
112325,5,1,0,2,37,98
112326,10,2,5,13,16,74
112327,2,4,1,12,27,80
112328,10,2,5,13,41,75
112329,2,1,0,11,21,60
11233,1,4,9,12,10,21
112330,10,2,5,13,39,75
112331,6,4,9,12,46,13
112332,6,1,0,4,37,98
112333,6,3,6,10,11,90
112334,1,4,9,12,46,93
112335,4,2,5,5,2,28
112336,9,0,1,15,47,1
112337,9,4,9,12,25,10
112338,2,4,9,18,23,51
11234,2,0,8,3,38,49
112340,2,3,6,11,4,26
112341,11,2,5,5,37,98
112342,5,1,0,2,42,30
112343,9,0,3,6,22,17
112344,9,3,8,19,49,5
112345,2,0,1,14,12,97
112346,5,1,0,9,24,37
112347,8,1,0,2,37,98
112348,9,3,6,11,21,99
11235,0,1,0,4,24,37
112350,0,0,1,3,29,1
112351,9,0,8,1,0,22
112352,7,1,0,9,13,30
112353,12,0,3,6,14,38
112354,5,2,5,5,9,85
112355,7,0,8,3,30,91
112356,1,0,3,6,29,16
112357,11,1,0,9,42,37
112358,3,3,8,0,15,0
112359,2,4,1,14,10,40
11236,1,3,8,0,35,5
112360,9,4,9,18,23,51
112361,3,1,2,9,33,83
112362,5,1,0,9,13,87
112363,2,0,3,14,28,54
11237,1,3,8,19,3,48
11238,0,0,3,14,29,16
11239,7,2,8,5,1,20
1124,2,1,3,4,30,38
11240,2,4,9,12,23,21
11241,5,1,2,4,24,19
11242,5,4,9,18,46,47
11243,3,3,6,0,15,5
11244,3,3,8,0,35,81
11245,2,0,3,14,29,95
11246,4,2,6,13,41,26
11247,2,1,2,9,31,2
11248,12,4,9,1,23,22
11249,7,3,6,19,3,41
1125,3,1,0,2,42,29
11250,4,2,5,5,28,91
11251,2,0,1,14,0,86
11252,5,4,9,18,6,51
11253,1,0,3,6,14,95
11254,10,2,5,5,2,71
11255,1,3,6,11,3,60
11256,8,3,6,19,3,41
11257,5,0,3,6,29,16
11258,0,3,4,10,26,50
11259,6,0,1,15,12,39
1126,1,3,6,19,20,9
11260,7,1,3,6,8,54
11261,4,4,9,18,6,68
11263,2,1,2,4,31,38
11264,3,3,6,0,3,41
11265,0,3,6,19,4,82
11266,0,0,3,6,14,17
11267,4,4,9,18,6,51
11268,4,1,2,9,13,30
11269,0,4,9,18,6,51
1127,8,2,5,13,9,67
11270,5,1,2,9,13,53
11271,1,1,2,9,13,53
11272,14,4,4,10,11,70
11273,11,0,3,6,30,11
11274,1,1,2,9,33,18
11275,9,0,1,14,0,40
11276,3,2,0,2,5,55
11277,7,3,6,11,21,26
11279,9,1,2,17,31,18
1128,9,3,6,19,20,5
11280,6,2,0,11,21,55
11281,5,1,2,9,13,87
11282,8,1,2,13,16,55
11283,4,1,2,9,33,83
11284,6,2,5,13,16,42
11285,1,1,2,9,2,53
11286,4,1,2,13,16,42
11287,3,3,6,19,20,5
11288,0,0,1,14,12,39
11289,8,1,2,9,33,83
1129,2,1,0,11,21,99
11290,1,3,6,13,41,26
11291,13,1,2,17,33,83
11292,13,2,5,11,41,26
11293,7,2,5,1,39,94
11294,7,2,5,5,28,8
11295,9,1,2,17,31,18
11296,16,4,4,10,41,92
11297,2,4,9,12,25,10
11298,6,1,2,4,24,64
11299,6,3,8,4,35,64
1130,6,1,2,9,2,83
11300,6,0,3,15,47,12
11301,13,2,8,7,39,22
11302,8,4,1,15,12,39
11303,7,1,0,4,24,18
11304,5,4,4,15,27,65
11305,3,0,0,11,47,12
11306,2,1,2,9,31,18
11307,2,1,0,11,21,99
11308,4,1,2,9,31,45
11309,9,4,9,12,23,68
1131,3,1,0,9,13,30
11310,9,1,2,17,7,28
11311,9,2,5,14,44,28
11312,6,4,4,10,27,65
11313,1,1,0,11,21,99
11314,6,1,2,9,16,83
11315,7,1,0,2,13,30
11316,8,2,6,13,41,92
11317,0,1,3,6,14,38
11318,1,3,8,7,0,46
11319,5,2,4,1,9,79
1132,0,2,5,14,0,46
11320,13,1,0,2,21,99
11321,3,1,0,9,13,37
11322,5,1,2,5,2,53
11323,0,3,6,11,3,5
11324,3,4,9,18,6,68
11325,4,1,2,17,31,45
11326,7,1,0,2,37,98
11328,7,3,6,11,41,26
11329,0,4,9,18,6,51
1133,3,1,2,5,2,28
11330,1,4,9,1,23,14
11331,15,4,4,10,26,50
11332,9,2,8,7,49,1
11333,11,1,0,4,21,60
11334,6,2,5,1,45,4
11335,1,2,8,17,7,28
11336,0,1,2,9,33,87
11337,0,1,3,6,14,38
11338,7,1,0,2,37,36
11339,5,3,8,7,35,81
1134,8,3,6,0,15,84
11340,5,2,0,2,37,98
11341,6,0,1,3,38,31
11342,11,4,9,12,45,34
11343,7,1,0,2,37,30
11344,10,2,0,2,5,29
11345,0,2,5,5,9,20
11346,8,3,8,4,49,91
11347,1,3,7,16,18,44
11348,8,0,1,14,28,39
11349,3,1,0,9,13,30
1135,8,1,0,2,42,37
11351,2,2,8,7,35,28
11352,5,1,2,4,24,64
11353,2,3,6,10,26,50
11354,11,1,2,17,31,2
11355,0,3,4,10,11,70
11356,1,1,2,17,31,18
11357,2,0,1,16,43,59
11358,0,2,4,1,5,6
11359,1,0,1,14,29,40
1136,7,2,5,5,9,92
11360,1,1,8,4,24,60
11361,6,1,0,9,13,30
11362,13,0,3,14,28,7
11363,8,3,8,0,3,62
11364,1,1,3,4,49,19
11365,11,1,2,17,16,74
11366,1,0,1,14,45,95
11367,1,4,4,10,11,34
11368,5,0,1,15,12,77
11369,2,3,6,19,20,9
1137,5,1,8,4,1,71
11370,1,1,3,17,30,64
11371,4,2,5,13,5,24
11372,6,1,0,4,42,37
11373,3,1,2,9,1,71
11374,9,0,5,14,28,97
11375,2,0,1,14,29,17
11376,1,3,6,19,3,41
11377,7,1,0,9,42,37
11378,12,2,6,11,11,26
11379,11,2,5,5,2,20
1138,3,2,5,13,41,67
11381,8,3,4,10,26,50
11382,1,1,2,17,7,27
11383,6,1,0,13,16,19
11384,8,3,6,19,4,5
11385,4,2,5,1,23,14
11386,9,3,8,7,35,81
11387,2,3,7,16,18,44
11388,2,4,9,12,10,21
11389,4,4,9,12,25,68
1139,5,2,5,13,41,92
11390,6,1,0,2,1,55
11391,0,4,9,12,25,10
11392,0,4,4,7,32,32
11393,5,2,5,1,9,20
11394,11,2,5,1,39,94
11395,4,2,5,5,44,67
11396,0,3,8,3,30,11
11397,4,2,5,13,44,67
11398,5,3,8,7,35,73
11399,4,3,8,7,35,81
1140,9,3,6,19,21,26
11400,0,3,6,7,11,32
1141,6,4,9,18,45,34
1142,3,2,5,13,40,76
1143,9,2,5,17,44,28
1145,9,3,6,11,4,82
1146,6,1,2,17,2,2
1147,7,1,2,9,33,7
1148,11,1,0,5,2,8
1149,5,0,8,4,30,11
1150,7,4,1,1,45,4
1151,0,4,9,1,45,4
1152,1,1,2,17,7,28
1153,7,4,9,18,17,79
1154,0,0,8,7,37,98
1155,6,0,3,13,1,17
1156,17,2,4,18,19,34
1157,5,3,4,10,41,92
1158,7,4,4,18,9,15
1159,6,4,9,18,6,96
1160,12,2,5,17,44,67
1161,8,1,0,9,13,87
1162,7,2,5,5,44,27
1163,9,3,8,7,37,46
1164,4,1,0,2,42,37
1165,8,4,4,7,32,32
1166,9,2,5,1,44,22
1167,5,4,4,10,27,65
1168,4,2,8,17,7,3
1169,1,0,1,15,22,77
1170,0,3,6,19,20,58
1171,11,1,2,9,31,38
1172,1,1,2,17,31,2
1173,4,3,7,16,18,44
1174,1,4,9,12,10,21
1175,1,0,1,3,38,49
1176,13,2,8,5,37,46
1177,4,0,1,14,12,89
1178,4,0,1,14,28,97
1179,2,0,1,14,10,40
1180,5,2,5,1,39,15
1181,4,4,4,1,17,89
1182,4,2,5,17,44,67
1183,7,3,7,16,18,48
1184,11,1,3,6,8,23
1185,9,2,5,1,44,67
1186,2,3,6,19,11,90
1187,6,2,5,1,45,39
1188,7,4,9,12,46,35
1189,5,4,9,12,46,13
1190,8,2,5,13,28,77
1191,10,3,8,7,32,32
1192,8,2,5,13,33,42
1193,10,1,0,2,37,98
1194,1,1,2,17,1,71
1195,6,0,1,3,38,49
1196,6,2,4,13,41,92
1197,4,1,8,4,7,3
1198,8,4,9,18,19,96
1199,4,3,6,0,15,82
1200,0,4,1,15,27,65
12001,8,1,2,17,31,2
12002,10,1,3,6,8,19
12003,0,0,1,15,22,72
12004,3,3,8,0,35,62
12005,6,2,5,13,16,42
12006,5,3,6,11,47,26
12007,8,1,2,9,13,87
12008,13,0,1,3,40,1
12009,5,1,3,6,8,19
1201,3,1,2,17,1,71
12010,5,0,3,6,14,54
12011,9,3,8,7,35,81
12012,4,1,6,11,21,26
12013,11,1,2,17,33,83
12014,8,3,7,8,48,61
12015,5,1,2,9,13,87
12016,5,3,8,7,35,73
12017,2,4,9,12,23,93
12018,2,2,5,5,1,58
12019,0,2,5,5,2,20
1202,5,1,3,6,49,91
12020,1,2,5,5,39,20
12021,1,1,2,5,2,43
12022,13,1,0,2,24,37
12023,7,0,3,6,8,12
12024,7,3,6,19,11,63
12025,8,3,8,7,35,62
12026,10,3,6,0,4,82
12027,1,0,3,3,30,31
12028,9,2,5,5,9,89
12029,8,3,8,3,47,62
1203,1,0,5,5,1,71
12030,1,1,2,9,13,87
12031,1,0,3,6,49,17
12032,9,2,0,5,37,98
12033,1,1,2,9,31,18
12034,10,0,3,14,47,39
12035,5,1,0,9,24,7
12037,8,1,2,2,42,8
12038,1,4,5,15,41,42
12039,11,1,8,17,7,3
1204,3,1,2,17,2,28
12040,1,2,5,5,49,75
12041,11,2,5,13,16,74
12042,5,3,6,11,4,63
12043,9,4,9,12,10,68
12044,2,2,5,5,2,43
12045,6,4,4,18,6,96
12046,2,1,3,6,14,54
12047,4,4,1,12,10,80
12048,6,0,5,13,28,77
12049,7,4,9,12,25,80
1205,4,1,2,17,31,2
12050,7,4,9,12,46,93
12051,7,2,8,7,1,73
12052,4,1,0,9,42,87
12053,10,1,0,2,39,94
12054,9,1,6,19,20,9
12055,2,1,2,17,33,3
12056,2,0,3,17,7,28
12057,4,4,9,1,32,79
12058,8,4,9,12,46,93
12059,2,1,0,11,21,99
1206,3,4,8,7,32,21
12060,14,4,4,12,45,4
12061,11,3,8,7,35,81
12062,10,1,2,17,7,64
12063,0,4,9,12,10,21
12064,5,2,4,15,5,98
12065,4,3,7,16,18,44
12066,0,0,1,15,29,40
12067,1,3,8,7,35,81
12068,9,3,8,7,35,73
12069,5,0,3,14,29,54
1207,1,1,0,13,33,75
12070,10,2,5,13,1,55
12071,11,1,2,17,31,2
12072,0,1,6,19,20,9
12073,3,2,5,5,44,43
12075,2,4,9,1,17,79
12076,1,1,2,17,44,27
12077,4,2,8,13,44,56
12078,12,0,1,15,38,1
12079,1,0,1,6,49,1
1208,2,2,5,13,41,58
12080,3,1,0,9,13,30
12081,4,2,5,5,2,43
12082,2,4,9,12,25,10
12083,4,2,5,13,1,55
12084,7,0,3,6,47,12
12085,0,0,3,6,14,54
12086,0,3,6,19,20,9
12087,1,1,8,4,49,91
12088,2,0,1,3,38,80
12089,2,1,2,17,7,3
1209,5,1,0,2,1,55
12090,9,1,2,17,7,3
12091,5,2,5,5,9,85
12092,9,1,2,17,31,38
12093,2,3,8,7,35,73
12094,3,3,6,11,21,63
12095,9,3,8,4,49,91
12096,0,2,2,17,7,71
12097,4,1,2,17,7,2
12098,7,2,8,5,2,28
12099,0,1,2,9,13,53
1210,15,2,5,5,2,8
12100,9,1,2,17,7,28
12101,9,0,3,6,29,16
12102,5,2,8,7,1,71
12103,1,2,5,13,44,67
12104,5,2,5,5,9,20
12105,7,0,3,6,47,12
12106,13,3,7,16,18,44
12107,4,4,9,1,32,22
12108,6,1,2,9,13,87
12109,1,1,2,17,7,64
1211,11,2,5,13,33,42
12110,3,1,2,13,1,58
12111,5,3,4,1,49,75
12112,5,1,0,4,30,19
12113,0,4,7,16,18,44
12114,0,4,9,12,45,4
12115,6,4,9,12,25,10
12116,0,0,5,13,44,17
12117,7,4,9,18,19,35
12118,2,2,5,13,5,8
1212,3,4,9,18,32,21
12120,7,4,4,18,19,6
12121,6,0,3,2,28,8
12122,1,2,5,17,44,67
12123,1,1,2,9,31,53
12124,3,0,3,13,47,58
12125,9,2,5,1,17,89
12127,13,1,0,2,5,29
12128,7,0,3,6,49,91
12129,8,1,2,17,33,19
1213,1,4,4,10,11,79
12130,2,0,3,6,28,95
12131,14,4,9,18,6,51
12132,5,2,0,5,1,30
12133,6,1,0,11,21,99
12134,2,0,1,14,10,40
12135,0,0,3,6,14,54
12136,6,2,4,15,41,92
12137,5,2,5,5,2,20
12138,7,2,5,1,17,22
12139,14,4,9,12,25,10
1214,6,3,7,16,18,44
12140,0,1,3,6,8,23
12141,4,4,9,1,45,4
12142,4,2,2,17,7,3
12143,5,0,5,15,41,92
12144,14,2,8,5,2,46
12145,1,1,2,9,31,2
12146,10,4,4,16,18,44
12147,10,2,0,2,5,29
12148,13,2,8,7,37,98
12149,10,3,6,19,20,9
1215,3,3,8,7,7,3
12150,1,1,3,6,14,38
12151,9,3,6,19,3,41
12152,0,0,3,6,29,16
12153,2,0,8,3,38,49
12154,0,0,3,13,22,75
12155,0,4,9,12,46,93
12156,12,3,8,7,49,46
12157,3,1,2,9,31,18
12158,2,2,5,5,2,8
12159,6,4,9,18,6,96
1216,4,2,3,13,16,27
12160,6,1,2,9,33,83
12161,0,3,6,19,11,90
12162,0,3,6,19,20,5
12163,11,2,5,13,5,55
12164,11,1,0,2,24,37
12165,9,1,2,17,7,64
12166,12,2,5,5,2,43
12167,5,0,8,13,49,75
12168,2,3,8,7,35,81
12169,2,4,1,10,11,79
12170,0,1,0,2,33,55
12171,5,3,8,7,32,32
12172,0,3,6,19,20,26
12173,3,2,5,13,41,85
12174,9,1,2,17,31,2
12175,1,3,7,16,18,44
12176,8,4,4,18,19,6
12177,3,0,3,6,22,17
12178,16,4,9,18,6,68
12179,8,4,4,10,19,70
1218,7,1,2,9,33,83
12180,3,1,2,4,24,18
12181,1,3,6,0,4,82
12182,9,1,3,6,30,19
12183,0,2,5,1,39,94
12184,12,2,5,5,2,67
12185,8,4,4,10,19,6
12186,9,1,2,17,7,3
12187,8,2,5,13,41,92
12188,8,3,6,10,26,50
12189,3,3,4,10,26,50
1219,1,2,5,13,44,42
12190,9,3,6,10,26,50
12191,8,1,2,17,7,71
12192,1,1,0,11,21,60
12193,6,0,1,14,12,77
12194,2,2,5,5,39,14
12195,1,0,8,3,38,49
12196,3,4,9,12,46,47
12197,0,2,5,5,2,43
12198,5,1,0,4,8,19
12199,1,0,3,6,8,78
1220,8,3,6,13,41,92
12200,3,1,2,13,33,83
12201,5,1,2,13,1,55
12202,1,1,2,9,2,53
12203,2,2,6,11,21,26
12204,0,3,4,10,17,79
12205,1,4,9,18,6,51
12206,1,1,0,11,21,99
12207,3,2,4,10,41,92
12208,0,0,1,1,45,4
12209,3,2,4,10,41,92
1221,0,1,0,2,1,64
12210,8,3,6,0,15,84
12211,10,4,4,10,26,65
12212,0,1,3,6,14,38
12213,9,1,2,17,44,27
12214,4,3,6,11,4,63
12215,0,3,6,0,4,82
12216,0,3,4,10,11,70
12217,0,0,3,6,14,16
12218,0,3,8,7,35,81
12219,0,1,2,9,13,87
1222,0,1,2,9,13,87
12220,6,4,7,16,18,44
12221,7,1,2,9,33,83
12222,0,0,3,6,14,38
12223,9,2,5,7,44,46
12224,11,1,0,4,24,60
12225,6,2,5,14,9,89
12226,6,1,0,2,34,66
12227,9,4,9,1,23,22
12228,7,2,5,5,9,85
12229,1,2,5,1,9,85
1223,4,2,2,17,7,45
12230,2,1,0,13,49,75
12231,3,4,9,12,25,51
12232,5,2,5,16,43,59
12233,1,4,9,18,6,47
12234,10,4,9,1,23,51
12235,7,4,9,18,6,21
12236,2,3,7,0,15,84
12237,8,3,7,8,48,61
12238,7,3,8,0,3,81
1224,12,4,9,1,23,15
12240,0,1,3,6,8,54
12241,5,1,0,9,13,87
12242,2,0,1,3,38,49
12243,3,3,4,10,11,70
12244,10,2,5,5,9,20
12245,4,0,1,15,41,26
12246,9,1,2,17,7,3
12247,2,2,2,5,2,43
12248,7,0,1,3,38,49
12249,5,3,6,11,21,60
1225,9,3,8,7,35,31
12250,3,2,5,5,9,85
12251,0,2,6,11,21,63
12252,5,3,0,11,1,62
12253,7,3,7,8,36,57
12254,8,4,9,12,45,68
12255,9,2,2,17,7,45
12256,3,2,5,5,2,43
12257,15,1,3,6,8,23
12258,1,2,8,7,49,73
12259,9,0,3,14,29,17
1226,1,1,2,17,7,64
12260,1,3,6,11,21,62
12261,8,1,2,9,13,87
12262,8,2,5,5,2,85
12263,9,3,8,4,30,91
12264,2,0,3,6,14,23
12265,11,1,0,2,16,29
12266,2,1,0,4,24,18
12267,7,2,5,13,49,75
12268,2,3,6,11,21,26
12269,0,4,1,12,10,40
1227,0,1,2,9,31,2
12270,3,1,0,2,7,45
12271,0,1,3,6,8,38
12272,2,1,2,13,33,83
12273,7,3,8,7,1,15
12274,11,1,2,5,28,7
12275,1,1,2,9,31,18
12276,5,1,0,4,24,64
12277,1,2,8,7,7,28
12278,7,1,3,6,8,23
12279,4,4,9,12,25,13
12280,6,4,4,15,45,4
12281,5,3,6,10,26,50
12282,7,1,3,4,24,19
12283,8,4,1,14,0,21
12284,11,1,2,17,7,45
12285,2,0,8,3,30,31
12286,2,0,1,3,38,49
12287,10,2,5,1,23,14
12288,1,3,6,19,3,41
12289,9,4,9,12,46,68
1229,1,2,5,14,44,85
12290,22,4,9,12,10,21
12291,2,2,5,5,44,67
12292,5,2,6,13,41,26
12293,6,1,2,9,13,30
12294,7,1,3,2,42,78
12295,6,1,0,2,8,37
12296,10,2,5,5,39,75
12297,0,3,4,7,32,32
12298,4,3,6,11,4,26
12299,5,2,5,13,1,42
1230,4,1,2,9,31,71
12300,12,0,3,6,49,36
12302,9,3,8,0,15,0
12303,1,1,3,6,14,38
12304,4,1,2,5,2,43
12305,3,1,2,9,1,71
12306,9,2,5,13,44,67
12307,6,0,1,15,47,12
12308,0,2,0,11,21,63
12309,12,0,1,14,22,77
1231,4,1,2,9,31,2
12310,5,1,2,9,13,87
12311,11,0,8,7,28,39
12312,2,3,6,0,3,41
12313,2,1,2,4,24,64
12314,0,0,1,14,12,39
12315,1,2,5,5,44,46
12316,0,1,2,9,1,58
12317,2,1,8,17,7,3
12318,1,1,2,9,31,18
12319,8,3,6,19,11,90
1232,7,0,1,3,38,11
12321,12,2,5,1,9,85
12322,4,2,5,2,37,83
12323,7,3,8,7,40,76
12324,7,2,5,5,9,20
12325,7,4,9,18,6,51
12326,7,3,8,7,32,15
12327,7,1,2,5,2,20
12329,7,2,0,2,42,29
1233,13,3,6,11,3,60
12330,6,0,3,4,49,91
12331,6,2,5,13,33,83
12332,3,0,1,14,29,1
12333,2,0,3,6,14,95
12334,0,4,9,18,6,96
12335,0,4,5,1,45,22
12336,0,1,0,2,42,29
12337,1,0,1,14,29,1
12338,3,1,0,2,37,30
12339,6,1,0,2,42,29
1234,11,3,7,8,48,61
12340,1,2,5,13,49,75
12341,6,4,4,10,11,79
12342,0,3,7,16,18,44
12343,8,4,9,12,25,21
12344,10,2,8,7,5,89
12345,2,0,3,13,22,17
12346,4,2,8,7,32,89
12347,7,1,0,4,34,69
12348,8,1,2,9,14,38
12349,5,1,0,2,37,98
1235,0,2,8,7,1,58
12350,9,1,2,9,2,53
12351,1,1,8,17,30,64
12352,9,2,5,13,41,42
12353,1,0,1,14,12,1
12354,2,4,1,14,0,86
12355,6,2,5,2,5,8
12356,13,2,5,5,9,85
12357,2,1,3,6,28,54
12358,10,0,1,14,29,97
12359,7,2,5,1,9,85
1236,12,2,5,17,39,94
12360,5,1,2,17,33,71
12361,4,2,5,17,44,97
12362,4,1,3,6,33,19
12363,9,2,5,1,44,67
12364,1,1,2,9,13,64
12365,5,1,0,9,13,30
12366,9,2,5,1,39,94
12367,5,1,0,4,24,36
12369,4,1,3,6,14,38
1237,8,1,8,4,35,64
12370,1,1,2,9,31,18
12371,0,4,9,12,10,21
12372,10,1,3,6,8,38
12373,2,3,6,19,20,9
12374,13,1,2,9,16,87
12375,4,1,0,2,42,29
12376,6,1,0,9,42,87
12377,1,1,2,17,7,2
12378,9,1,2,17,31,27
12379,9,2,5,13,44,42
1238,4,0,3,6,30,11
12380,6,1,0,2,42,37
12381,14,1,2,9,31,87
12382,5,4,9,12,45,93
12383,11,2,5,5,5,8
1239,11,2,4,1,39,34
1240,7,2,8,7,49,46
1241,4,1,2,17,7,2
1242,11,2,5,13,1,73
1243,10,3,7,16,43,48
1244,10,3,8,7,32,32
1245,2,0,1,14,29,77
1246,2,3,6,19,20,9
1247,9,4,1,15,27,72
1248,9,4,5,1,39,22
1249,1,2,4,10,11,63
1250,12,3,6,19,20,9
1251,11,3,7,8,36,57
1252,8,0,3,6,37,54
1253,0,0,3,6,29,16
1254,1,2,0,13,1,55
1255,5,4,9,1,23,68
1256,7,3,6,0,4,82
1257,1,3,6,11,21,63
1258,7,4,4,18,32,96
1259,6,0,3,6,29,16
1260,5,1,0,2,42,7
1261,7,0,1,14,12,39
1262,13,1,0,5,13,30
1263,9,0,1,14,12,1
1264,2,3,0,4,3,60
1266,0,1,0,9,13,87
1267,1,0,3,6,14,16
1268,5,2,5,5,37,39
1269,3,1,2,9,13,53
1270,5,1,2,9,14,38
1271,7,3,8,7,32,73
1272,6,4,9,12,23,93
1273,2,1,0,9,1,58
1274,4,1,2,17,7,71
1275,9,4,1,15,45,4
1276,7,1,0,6,8,12
1278,5,4,9,12,46,93
1279,7,0,1,3,38,86
1280,0,3,8,7,35,91
1281,7,3,6,10,26,5
1283,1,3,6,11,4,26
1284,4,0,5,14,44,27
1285,9,3,6,19,4,82
1286,10,1,3,6,8,23
1287,6,1,2,9,13,87
1288,15,2,0,13,41,75
1289,9,3,8,7,35,56
1290,0,0,3,14,28,95
1291,11,4,4,18,19,6
1292,4,1,2,17,7,45
1293,0,2,4,1,45,34
1294,4,2,6,19,20,9
1295,10,2,5,1,9,85
1296,2,1,2,17,31,2
1297,0,2,5,5,28,39
1298,0,1,2,17,31,27
1299,10,2,5,1,39,94
1300,4,0,1,14,12,40
