205247	205071  agreement
9710529	9708248	disagreement
9710529	9710310	agreement
9705357	9407247	disagreement
9705357	9507414	disagreement
9705357	9508378	agreement
9705357	9511381	disagreement
9705357	9603378	disagreement
9705357	9604340	disagreement
9705357	9604444	disagreement
9705357	9605246	disagreement
9705357	9606260	agreement
9705357	9606416	disagreement
9705357	9606463	agreement
9705357	9608205	neutral
9705357	9608458	agreement
9705357	9609527	agreement
9705357	9610400	agreement
9705357	9610477	disagreement
9705357	9702244	disagreement
9705357	9703327	disagreement
9705357	9703354	agreement
9705357	9704452	neutral
9606463	9302223	disagreement
9606463	9403364	disagreement
9606463	9407247	disagreement
9606463	9408214	neutral
9606463	9504307	disagreement
9606463	9507414	disagreement
9606463	9508378	disagreement
9606463	9511361	disagreement
9606463	9511381	disagreement
9606463	9601377	disagreement
9606463	9602260	disagreement
9606463	9603317	disagreement
9606463	9603356	disagreement
9606463	9604340	disagreement
9606463	9605246	disagreement
9606463	9606260	disagreement
9511381	9403364	disagreement
9511381	9407247	agreement
9511381	9408214	agreement
9511381	9508378	disagreement
9511381	9509399	disagreement
9703354	9407247	The papers are in agreement.
9703354	9408214	disagreement
9703354	9507414	disagreement
9703354	9508378	disagreement
9703354	9511381	disagreement
9703354	9603317	agreement
9703354	9603378	disagreement
9703354	9604340	agreement
9703354	9606463	disagreement
9703354	9608205	disagreement
9703354	9608405	disagreement
9703354	9608458	Disagreement
9703354	9610400	disagreement
9703354	9610477	disagreement
9703354	9702244	disagreement
9703327	9310319	agreement
9703327	9405352	disagreement
9703327	9407247	disagreement
9703327	9408214	disagreement
9703327	9507414	disagreement
9703327	9508378	agreement
9703327	9601377	disagreement
9703327	9602232	agreement
9703327	9603378	agreement
9703327	9604340	agreement
9703327	9604444	disagreement
9703327	9605246	neutral
9703327	9608205	disagreement
9703327	9608458	disagreement
9703327	9609527	agreement
9703327	9610345	disagreement
9703327	9610396	agreement
9703327	9701304	agreement
9703327	9702244	agreement
9702244	9310319	disagreement
9702244	9407247	disagreement
9702244	9408214	disagreement
9702244	9411206	disagreement
9702244	9507414	disagreement
9702244	9508378	disagreement
9702244	9603378	disagreement
9702244	9604340	agreement
9702244	9604444	disagreement
9702244	9605246	disagreement
9702244	9606260	disagreement
9702244	9606416	disagreement
9702244	9606463	disagreement
9702244	9608205	agreement
9702244	9608374	disagreement
9702244	9608458	agreement
9702244	9609527	disagreement
9702244	9610345	disagreement
9702244	9610396	disagreement
9702244	9610400	disagreement
9702244	9610477	agreement
9702244	9611376	disagreement
9702244	9701423	disagreement
9610400	9302223	disagreement
9610400	9407247	neutral
9610400	9603378	disagreement
9610400	9604340	disagreement
9610400	9606463	disagreement
9610400	9608205	disagreement
9610400	9608458	disagreement
9610400	9609527	disagreement
9612356	9304276	The paper A is neutral to the conclusions of paper
9612356	9310298	disagreement
9612356	9402283	disagreement
9612356	9411368	disagreement
9612356	9412381	disagreement
9612356	9501376	disagreement
9612356	9503226	disagreement
9612356	9506355	agreement
9612356	9509258	disagreement
9612356	9604419	disagreement
9612356	9609490	disagreement
9310298	9209205	neutral
9609490	9310298	agreement
9609490	9402283	agreement
9609490	9411368	disagreement
9609490	9511228	disagreement
9609490	9511252	disagreement
9609490	9601336	disagreement
9609490	9602284	Disagreement
9609490	9605231	agreement
9609490	9607258	neutral
9609490	9609448	disagreement
9411368	9209205	disagreement
9411368	9407227	agreement
9509258	9212212	agreement
9509258	9303255	disagreement
9509258	9403276	disagreement
9509258	9406255	disagreement
9509258	9412381	disagreement
9509258	9503394	disagreement
9412381	9209205	disagreement
9412381	9209230	disagreement
9412381	9212212	disagreement
9412381	9301216	disagreement
9412381	9304276	disagreement
9412381	9306253	disagreement
9412381	9310298	disagreement
9412381	9402283	disagreement
9412381	9403256	disagreement
9412381	9403276	disagreement
9412381	9406255	disagreement
9412381	9407206	disagreement
9412381	9407332	disagreement
9412381	9407399	neutral
9412381	9410250	agreement
9501376	9305225	disagreement
9501376	9402283	disagreement
9503226	9302280	agreement
9503226	9303237	agreement
9503226	9304259	agreement
9503226	9305239	disagreement
9503226	9305346	disagreement
9503226	9310261	agreement
9503226	9311290	agreement
9503226	9401266	agreement
9503226	9403347	disagreement
9503226	9405386	Agreement
9503226	9405388	disagreement
9503226	9407332	neutral
9604419	9209205	agreement
9604419	9305225	disagreement
9604419	9306230	disagreement
9604419	9311237	disagreement
9604419	9401312	agreement
9604419	9402209	agreement
9604419	9402283	disagreement
9604419	9403256	agreement
9604419	9405355	disagreement
9604419	9411368	disagreement
9506355	9212212	disagreement
9506355	9302248	agreement
9506355	9302280	agreement
9506355	9304296	agreement
9506355	9311290	agreement
9506355	9401266	disagreement
9506355	9405386	agreement
9506355	9406255	agreement
9506355	9407332	disagreement
9506355	9407372	neutral
9506355	9409393	disagreement
103111	5128	agreement
103111	9403224	disagreement
103111	9812404	agreement
5128	9812404	disagreement
9812404	9409377	disagreement
9812404	9611256	agreement
9812404	9707503	agreement
105324	5108	agreement
105324	6158	disagreement
105324	7036	neutral
105324	8051	agreement
105324	9255	disagreement
105324	10082	agreement
105324	104198	disagreement
105324	9603249	disagreement
105324	9811253	disagreement
9811253	9401237	neutral
9811253	9401328	agreement
9811253	9403319	agreement
9811253	9405340	disagreement
9811253	9410304	disagreement
9811253	9503476	agreement
9811253	9505226	disagreement
9811253	9507298	disagreement
9811253	9508347	disagreement
9811253	9603249	disagreement
9811253	9603289	disagreement
9811253	9605264	disagreement
9811253	9609381	disagreement
9811253	9611433	agreement
9811253	9702379	disagreement
9811253	9702443	disagreement
9811253	9704207	disagreement
9811253	9710270	agreement
9811253	9711227	disagreement
9811253	9711371	agreement
9811253	9712404	disagreement
9811253	9801233	neutral
9811253	9801260	disagreement
9811253	9801262	agreement
9811253	9803316	agreement
9811253	9803445	agreement
9811253	9804284	disagreement
9811253	9805342	agreement
9811253	9806358	neutral
9811253	9806404	disagreement
9811253	9807212	disagreement
9811253	9807251	disagreement
9811253	9807358	agreement
9811253	9807397	disagreement
9811253	9810466	disagreement
9811253	9812448	disagreement
9255	3203	disagreement
9255	5028	disagreement
9255	5108	agreement
9255	5318	agreement
9255	6321	agreement
9255	7031	agreement
9255	7277	disagreement
9255	7315	Disagreement
9255	8214	disagreement
9255	9306259	disagreement
9255	9405340	disagreement
9255	9410304	disagreement
9255	9602236	disagreement
9255	9603249	agreement
9255	9603289	disagreement
9255	9605431	disagreement
9255	9609381	agreement
9255	9611433	agreement
9255	9704207	disagreement
9255	9705413	agreement
9255	9706344	disagreement
9255	9708237	disagreement
9255	9711371	disagreement
9255	9801260	agreement
9255	9801262	agreement
9255	9801369	disagreement
9255	9803316	disagreement
9255	9804284	agreement
9255	9805342	disagreement
9255	9806358	disagreement
9255	9806404	disagreement
9255	9807298	disagreement
9255	9807358	disagreement
9255	9808291	agreement
9255	9811253	agreement
9255	9812448	disagreement
9255	9903268	disagreement
9255	9905343	agreement
9255	9905372	disagreement
9255	9907495	disagreement
5108	9505226	disagreement
5108	9603249	disagreement
5108	9702379	agreement
5108	9704207	disagreement
5108	9803316	agreement
5108	9811253	disagreement
5108	9903268	agreement
7036	5108	agreement
7036	6287	disagreement
7036	9505226	disagreement
7036	9603249	agreement
7036	9702379	agreement
7036	9704207	disagreement
7036	9803316	disagreement
7036	9811253	agreement
7036	9903268	agreement
104198	5209	disagreement
104198	9254	agreement
104198	9255	agreement
104198	101059	agreement
104198	102051	agreement
104198	104117	disagreement
104198	109174	disagreement
104198	9603249	disagreement
104198	9605431	Neutral
104198	9609381	disagreement
104198	9611433	agreement
104198	9702379	disagreement
104198	9704207	disagreement
104198	9710270	agreement
104198	9801260	disagreement
104198	9801262	disagreement
104198	9804284	disagreement
104198	9811253	agreement
104198	9812448	disagreement
104198	9901298	disagreement
104198	9905372	disagreement
10082	5108	agreement
10082	5209	agreement
10082	8051	agreement
10082	9255	agreement
10082	9603249	disagreement
10082	9609381	agreement
10082	9702379	agreement
10082	9704207	neutral
10082	9705378	disagreement
10082	9803316	agreement
10082	9804337	disagreement
8051	5108	agreement
8051	5209	neutral
8051	6287	disagreement
8051	9603249	disagreement
8051	9609381	disagreement
8051	9702379	agreement
8051	9704207	disagreement
8051	9803316	disagreement
8051	9804337	disagreement
8051	9811253	disagreement
8051	9903268	agreement
109160	1287	Neutral
109160	3075	disagreement
109160	5132	neutral
109160	7068	agreement
109160	7218	disagreement
109160	7248	agreement
109160	11215	disagreement
109160	105050	disagreement
109160	105172	agreement
109160	106100	disagreement
109160	106156	agreement
109160	9401328	agreement
109160	9405250	Agreement
109160	9407374	agreement
109160	9410375	agreement
109160	9502261	disagreement
109160	9508347	disagreement
109160	9509406	disagreement
109160	9512406	agreement
109160	9604423	agreement
109160	9607315	disagreement
109160	9610231	Neutral
109160	9701289	disagreement
109160	9705344	agreement
109160	9705475	neutral
109160	9710374	agreement
109160	9710508	disagreement
109160	9711440	agreement
109160	9802357	disagreement
109160	9803229	disagreement
109160	9803351	disagreement
109160	9804288	agreement
109160	9807251	disagreement
109160	9807572	agreement
109160	9809255	disagreement
109160	9911286	disagreement
109160	9912439	agreement
105050	9911286	disagreement
105172	105050	neutral
105172	9401328	disagreement
105172	9604423	disagreement
105172	9607315	agreement
105172	9705475	agreement
105172	9809480	agreement
105172	9911286	disagreement
9710374	9305239	neutral
9710374	9410404	disagreement
9710374	9502336	disagreement
9710374	9506451	disagreement
9710374	9508347	agreement
9710374	9511217	disagreement
9710374	9512218	agreement
9710374	9512406	disagreement
9710374	9603366	disagreement
9710374	9611363	disagreement
9710374	9612250	disagreement
9710374	9702263	agreement
9710374	9706420	disagreement
9710374	9707208	disagreement
9705475	9404270	disagreement
9705475	9410375	agreement
9705475	9501369	agreement
9705475	9510430	agreement
9705475	9604204	disagreement
9705475	9604230	disagreement
9705475	9607254	disagreement
9705475	9701289	agreement
9803229	9304233	disagreement
9803229	9402342	disagreement
9803229	9404270	agreement
9803229	9502336	disagreement
9803229	9508347	disagreement
9803229	9512406	agreement
9803229	9607254	agreement
9803229	9610261	disagreement
9803229	9701289	disagreement
9803229	9707220	disagreement
9803229	9708335	disagreement
9803229	9712410	neutral
7068	1046	agreement
7068	1287	agreement
7068	2182	disagreement
7068	3075	disagreement
7068	3177	disagreement
7068	4251	disagreement
7068	5120	disagreement
7068	6148	agreement
7068	9412255	disagreement
7068	9501369	neutral
7068	9508347	agreement
7068	9510262	disagreement
7068	9512406	disagreement
7068	9603302	disagreement
7068	9705344	disagreement
7068	9710508	disagreement
7068	9711440	agreement
7068	9802357	disagreement
7068	9803229	agreement
7068	9803351	disagreement
7068	9806404	disagreement
7068	9807251	disagreement
7068	9807405	disagreement
7068	9808262	disagreement
7068	9810270	disagreement
7068	9904320	disagreement
7068	9908387	disagreement
7068	9908425	disagreement
7068	9909541	agreement
7248	9308263	disagreement
7248	9310316	disagreement
7248	9502323	disagreement
7248	9509406	disagreement
7248	9705344	agreement
7248	9802357	disagreement
7248	9806404	disagreement
106156	9610231	Agreement
106156	9803445	disagreement
106156	9806404	disagreement
106156	9809480	agreement
106156	9903282	disagreement
5132	9310316	disagreement
5132	9405228	disagreement
5132	9409212	disagreement
5132	9409254	disagreement
5132	9508347	disagreement
5132	9512406	disagreement
5132	9607217	disagreement
5132	9710414	disagreement
5132	9808335	disagreement
9803351	9305319	disagreement
9803351	9401328	disagreement
9803351	9404270	disagreement
9803351	9406212	agreement
9803351	9406350	agreement
9803351	9407204	disagreement
9803351	9407287	agreement
9803351	9410345	disagreement
9803351	9410404	agreement
9803351	9502271	disagreement
9803351	9502340	disagreement
9803351	9508347	agreement
9803351	9512218	agreement
9803351	9512250	disagreement
9803351	9602297	disagreement
9803351	9602373	disagreement
9803351	9603366	disagreement
9803351	9605330	agreement
9803351	9606345	disagreement
9803351	9606399	agreement
9803351	9607254	agreement
9803351	9607442	agreement
9803351	9608293	disagreement
9803351	9611401	agreement
9803351	9701248	disagreement
9803351	9701289	disagreement
9803351	9702227	agreement
9803351	9702277	disagreement
9803351	9705413	agreement
9803351	9707220	disagreement
9803351	9707276	disagreement
9803351	9707464	agreement
9803351	9711440	agreement
9803351	9712473	disagreement
9803351	9801281	disagreement
9803351	9803237	agreement
9807572	9506451	agreement
9807572	9508246	disagreement
9807572	9512218	agreement
9807572	9512406	agreement
9807572	9610261	disagreement
9807572	9701289	agreement
9807572	9707220	disagreement
9701289	9305306	agreement
9701289	9306289	agreement
9701289	9404270	agreement
9701289	9405320	disagreement
9701289	9406385	agreement
9701289	9407204	disagreement
9701289	9407287	disagreement
9701289	9411267	disagreement
9701289	9502262	disagreement
9701289	9502340	disagreement
9701289	9504277	agreement
9701289	9506451	disagreement
9701289	9507271	agreement
9701289	9508347	neutral
9701289	9509237	agreement
9701289	9509406	disagreement
9701289	9510418	disagreement
9701289	9510449	neutral
9701289	9511330	disagreement
